pdf_file;canonical;kind;page;in_bib;pattern;context;weight
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;3;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 163 auch in anderen Regionen Europas und ebenso zu verschiedenen Zeiten ermitteln lässt.11 Insbesonde;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;3;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 163 auch in anderen Regionen Europas und ebenso zu verschiedenen Zeiten ermitteln lässt.11 Insbesonde;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;5;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 165 heute nicht mehr erhaltenen Jahrzeitbüchern, die in die neuen Bücher – manchmal nicht ohne Fehler;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;5;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 165 heute nicht mehr erhaltenen Jahrzeitbüchern, die in die neuen Bücher – manchmal nicht ohne Fehler;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;7;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 167 1443 bei Freienbach.35 Zumindest summarisch notierte Fründ auch die Namen der prominenten Gefalle;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;7;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 167 1443 bei Freienbach.35 Zumindest summarisch notierte Fründ auch die Namen der prominenten Gefalle;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;9;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 169 Sempach erstmals im sogenannten »Halbsuterlied«, aufgenommen in die zwischen 1532 und 1536 entsta;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;9;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 169 Sempach erstmals im sogenannten »Halbsuterlied«, aufgenommen in die zwischen 1532 und 1536 entsta;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;11;1;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 171 Die Chronik des Hans Fründ,Landschreiber zu Schwytz,hg. v.Christian Immanuel Kind, Chur 1875. Hen;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;11;1;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 171 Die Chronik des Hans Fründ,Landschreiber zu Schwytz,hg. v.Christian Immanuel Kind, Chur 1875. Hen;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Das Alte Land Schwyz während des Alten Zürichkriegs;work;13;1;(?i)Landolt.*Z[uü]richkriegs;und Erinnerungen, Berlin 2004, S. 69–88. Landolt,Oliver:DasAlteLandSchwyzwährenddesAltenZürichkriegs,in:PeterNie- derhäuser/Christian Sieber;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;13;1;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 173 Koller, Heinrich: Die Schlacht bei Sempach im Bewusstsein Österreichs, in: Jahr- buch der Histori;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Das Alte Land Schwyz während des Alten Zürichkriegs;work;13;1;(?i)Landolt.*Z[uü]richkriegs;und Erinnerungen, Berlin 2004, S. 69–88. Landolt,Oliver:DasAlteLandSchwyzwährenddesAltenZürichkriegs,in:PeterNie- derhäuser/Christian Sieber;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;13;1;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 173 Koller, Heinrich: Die Schlacht bei Sempach im Bewusstsein Österreichs, in: Jahr- buch der Histori;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/jucker-michael__9.pdf;Michael Jucker: Verstetigung und Verrechtlichung der Diplomatie. Krieg als Innovationsfaktor für die Politik (1415–1460);work;2;0;(?i)Krieg.*Politik.*1415-1460;etigung und Verrechtlichung der Diplomatie Krieg als Innovationsfaktor für die Politik (1415-1460) Michael Jucker Einleitung Dass Krieg Verä;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/jucker-michael__9.pdf;Michael Jucker: Verstetigung und Verrechtlichung der Diplomatie. Krieg als Innovationsfaktor für die Politik (1415–1460);work;2;0;(?i)Krieg.*Politik.*1415-1460;etigung und Verrechtlichung der Diplomatie Krieg als Innovationsfaktor für die Politik (1415-1460) Michael Jucker Einleitung Dass Krieg Verä;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Sources for the 1446 Confederate Campaign in the Old Zurich War (Speich, Heinrich).pdf;"Fritz Rigendinger: ""Ir hertz und sinn stuond fast gen Zürich"". Der Alte Zürichkrieg aus der regionalen Perspektive des Sarganserlands";work;2;0;(?i)Rigendinger.*Sarganserland;okalhistorische Per- spektive ist aufgearbeitet bei Rigendinger, Fritz: Das Sarganserland im Spätmittelalter. Lokale Herrschaften, die Graf;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Sources for the 1446 Confederate Campaign in the Old Zurich War (Speich, Heinrich).pdf;"Fritz Rigendinger: ""Ir hertz und sinn stuond fast gen Zürich"". Der Alte Zürichkrieg aus der regionalen Perspektive des Sarganserlands";work;2;0;(?i)Rigendinger.*Sarganserland;okalhistorische Per- spektive ist aufgearbeitet bei Rigendinger, Fritz: Das Sarganserland im Spätmittelalter. Lokale Herrschaften, die Graf;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Sources for the 1446 Confederate Campaign in the Old Zurich War (Speich, Heinrich).pdf;Christian Sieber: Politik, Verwaltung und Archiv: Aufstieg und Fall der „kaiserlichen“ Stadt Zürich zwischen 1430 und 1450 im Spiegel der Biographien von Bürgermeister Rudolf Stüssi und Stadtschreiber Michael Stebler;work;3;0;(?i)Sieber.*Politik.*Verwaltung.*Archiv;6 Zu Michael Graf auch genannt Stebler siehe Sieber, Christian: Politik, Verwaltung und Archiv. Aufstieg und Fall der „kaiserlichen“ Stadt;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Sources for the 1446 Confederate Campaign in the Old Zurich War (Speich, Heinrich).pdf;Christian Sieber: Politik, Verwaltung und Archiv: Aufstieg und Fall der „kaiserlichen“ Stadt Zürich zwischen 1430 und 1450 im Spiegel der Biographien von Bürgermeister Rudolf Stüssi und Stadtschreiber Michael Stebler;work;3;0;(?i)Rudolf St[üu]ssi.*Michael Stebler;m Spiegel der Biographien von Bürgermei- ster Rudolf Stüssi und Stadtschreiber Michael Stebler. Zürcher Taschenbuch 127, 2007, S. 1–30. 7 S;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Sources for the 1446 Confederate Campaign in the Old Zurich War (Speich, Heinrich).pdf;Christian Sieber: Politik, Verwaltung und Archiv: Aufstieg und Fall der „kaiserlichen“ Stadt Zürich zwischen 1430 und 1450 im Spiegel der Biographien von Bürgermeister Rudolf Stüssi und Stadtschreiber Michael Stebler;work;3;0;(?i)Sieber.*Politik.*Verwaltung.*Archiv;6 Zu Michael Graf auch genannt Stebler siehe Sieber, Christian: Politik, Verwaltung und Archiv. Aufstieg und Fall der „kaiserlichen“ Stadt;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Sources for the 1446 Confederate Campaign in the Old Zurich War (Speich, Heinrich).pdf;Christian Sieber: Politik, Verwaltung und Archiv: Aufstieg und Fall der „kaiserlichen“ Stadt Zürich zwischen 1430 und 1450 im Spiegel der Biographien von Bürgermeister Rudolf Stüssi und Stadtschreiber Michael Stebler;work;3;0;(?i)Rudolf St[üu]ssi.*Michael Stebler;m Spiegel der Biographien von Bürgermei- ster Rudolf Stüssi und Stadtschreiber Michael Stebler. Zürcher Taschenbuch 127, 2007, S. 1–30. 7 S;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Sources for the 1446 Confederate Campaign in the Old Zurich War (Speich, Heinrich).pdf;Bernhard Stettler: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert);work;5;0;(?i)Stettler.*Historiographie.*Z[uü]richkrieg;"m.“ Bearb. von B. Stettler. Bern 2001; Stettler, Bernhard: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert). In: Ein „Bru-";1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Sources for the 1446 Confederate Campaign in the Old Zurich War (Speich, Heinrich).pdf;Bernhard Stettler: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert);work;5;0;(?i)Historiographie.*Alten Z[uü]richkrieg;"on B. Stettler. Bern 2001; Stettler, Bernhard: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert). In: Ein „Bru- derkrieg“. H";1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Sources for the 1446 Confederate Campaign in the Old Zurich War (Speich, Heinrich).pdf;Bernhard Stettler: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert);work;5;0;(?i)Stettler.*Historiographie.*Z[uü]richkrieg;"m.“ Bearb. von B. Stettler. Bern 2001; Stettler, Bernhard: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert). In: Ein „Bru-";1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Sources for the 1446 Confederate Campaign in the Old Zurich War (Speich, Heinrich).pdf;Bernhard Stettler: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert);work;5;0;(?i)Historiographie.*Alten Z[uü]richkrieg;"on B. Stettler. Bern 2001; Stettler, Bernhard: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert). In: Ein „Bru- derkrieg“. H";1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/langmaier-konstantin-m__17.pdf;Christian Sieber: Der Vater tot, das Haus verbrannt. Der Alte Zürichkrieg aus der Sicht der Opfer in Stadt und Landschaft Zürich;work;1;0;(?i)Vater tot.*Alte[n]? Z[uü]richkrieg;haft in Zürich Band: 73 (2006) Artikel: Der Vater tot, das Haus verbrannt : der Alte Zürichkrieg aus der Sicht der Opfer in Stadt und Landsc;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/langmaier-konstantin-m__17.pdf;Christian Sieber: Der Vater tot, das Haus verbrannt. Der Alte Zürichkrieg aus der Sicht der Opfer in Stadt und Landschaft Zürich;work;1;0;(?i)Vater tot.*Alte[n]? Z[uü]richkrieg;haft in Zürich Band: 73 (2006) Artikel: Der Vater tot, das Haus verbrannt : der Alte Zürichkrieg aus der Sicht der Opfer in Stadt und Landsc;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/langmaier-konstantin-m__17.pdf;Christian Sieber: Politik, Verwaltung und Archiv: Aufstieg und Fall der „kaiserlichen“ Stadt Zürich zwischen 1430 und 1450 im Spiegel der Biographien von Bürgermeister Rudolf Stüssi und Stadtschreiber Michael Stebler;work;15;0;(?i)Rudolf St[üu]ssi.*Michael Stebler;ten der gescheiterten Politik - Bürgermeister Rudolf Stüssi und Stadtschreiber Michael Stebler - waren beide in der Schlacht bei St. Jakob a;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/langmaier-konstantin-m__17.pdf;Christian Sieber: Politik, Verwaltung und Archiv: Aufstieg und Fall der „kaiserlichen“ Stadt Zürich zwischen 1430 und 1450 im Spiegel der Biographien von Bürgermeister Rudolf Stüssi und Stadtschreiber Michael Stebler;work;15;0;(?i)Rudolf St[üu]ssi.*Michael Stebler;ten der gescheiterten Politik - Bürgermeister Rudolf Stüssi und Stadtschreiber Michael Stebler - waren beide in der Schlacht bei St. Jakob a;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/langmaier-konstantin-m__17.pdf;"Peter Niederhäuser: ""Guot Sorg hat man zuo Winterthur"" – Winterthur und der Alte Zürichkrieg";work;21;0;(?i)Niederh[aä]user.*Winterthur;n Schlacht am Stoss. Vgl. Peter Niederhäuser: «Durch der herschafft willen lip und guot gewaget». Winterthur im Appenzellerkrieg, in: SVGB 1;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/langmaier-konstantin-m__17.pdf;"Peter Niederhäuser: ""Guot Sorg hat man zuo Winterthur"" – Winterthur und der Alte Zürichkrieg";work;21;0;(?i)Niederh[aä]user.*Winterthur;n Schlacht am Stoss. Vgl. Peter Niederhäuser: «Durch der herschafft willen lip und guot gewaget». Winterthur im Appenzellerkrieg, in: SVGB 1;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/stettler-bernhard__8.pdf;Bernhard Stettler: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert);work;1;0;(?i)Historiographie.*Alten Z[uü]richkrieg;Die Historiographie des Alten Zürichkriegs (15.-19. Jahrhundert) Bernhard Stettler In der Historiographie des Alten Zürichkriegs spiegelt;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/stettler-bernhard__8.pdf;Bernhard Stettler: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert);work;1;0;(?i)Historiographie.*Alten Z[uü]richkrieg;gs (15.-19. Jahrhundert) Bernhard Stettler In der Historiographie des Alten Zürichkriegs spiegelt sich eine jahrhundertelange Auseinander;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/stettler-bernhard__8.pdf;Bernhard Stettler: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert);work;1;0;(?i)Historiographie.*Alten Z[uü]richkrieg;Die Historiographie des Alten Zürichkriegs (15.-19. Jahrhundert) Bernhard Stettler In der Historiographie des Alten Zürichkriegs spiegelt;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/stettler-bernhard__8.pdf;Bernhard Stettler: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert);work;1;0;(?i)Historiographie.*Alten Z[uü]richkrieg;gs (15.-19. Jahrhundert) Bernhard Stettler In der Historiographie des Alten Zürichkriegs spiegelt sich eine jahrhundertelange Auseinander;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/stettler-bernhard__8.pdf;Bernhard Stettler: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert);work;19;0;(?i)Historiographie.*Alten Z[uü]richkrieg;tettler: Der Platz von Tschudis Darstellung in der Historiographie des Alten Zürichkriegs, in:Tschudi, Bd. 12, 88*-116*), wo die Quellen un;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/stettler-bernhard__8.pdf;Bernhard Stettler: Die Historiographie des Alten Zürichkriegs (15.–19. Jahrhundert);work;19;0;(?i)Historiographie.*Alten Z[uü]richkrieg;tettler: Der Platz von Tschudis Darstellung in der Historiographie des Alten Zürichkriegs, in:Tschudi, Bd. 12, 88*-116*), wo die Quellen un;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;3;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;it, Probleme und Perspektiven der 23 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;3;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;it, Probleme und Perspektiven der 23 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;5;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;ne quasireligiöse Haltung münden. 25 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;5;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;ne quasireligiöse Haltung münden. 25 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;7;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;als solche weltweit verbreitet. 27 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;7;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;als solche weltweit verbreitet. 27 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;9;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;g, Bd. 86), Opladen 1987, S. 47. 29 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;9;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;g, Bd. 86), Opladen 1987, S. 47. 29 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;11;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;36 (mit weiterführenden Angaben). 31 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;11;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;36 (mit weiterführenden Angaben). 31 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;13;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;7/1], München 1999, Bd. 1, S. 6). 33 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;13;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;7/1], München 1999, Bd. 1, S. 6). 33 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;15;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;. 12), Leiden/Köln 1976, S. 121. 35 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;15;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;. 12), Leiden/Köln 1976, S. 121. 35 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;17;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;(1975), S. 165–180, hier S. 180. 37 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;17;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;(1975), S. 165–180, hier S. 180. 37 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;19;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;, Nr. 6), Stuttgart 1986, S. 265. 39 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;19;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;, Nr. 6), Stuttgart 1986, S. 265. 39 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;21;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;d nicht allzu hoch gewesen sein. 41 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;21;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;d nicht allzu hoch gewesen sein. 41 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;23;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;nobilitate (wie Anm. 14) pag. 9v. 43 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;23;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;nobilitate (wie Anm. 14) pag. 9v. 43 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;25;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;nter aut impacienter inveniuntur. 45 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/Langmaier-konstantin__26.pdf;Konstantin M. Langmaier: Felix Hemmerli und der Dialog über den Adel und den Bauern (De nobilitate et rusticitate dialogus). Seine Bedeutung für die Erforschung der Mentalität des Adels;work;25;0;(?i)Hemmerli.*Dialog.*Adel.*Bauern;nter aut impacienter inveniuntur. 45 Felix Hemmerli und der Dialog über den Adel und den Bauern;1.0
